doc_id,doc_uri,predicate,raw_metadata_value,mapped_entity_uri,confidence,status,reason
SEAFDEC_009,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_009,aboutLocation,Indonesia,,low,skipped_unmapped_token,unmapped_or_denied token: Indonesia
SEAFDEC_011,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_011,aboutLocation,Malaysia,,low,skipped_unmapped_token,unmapped_or_denied token: Malaysia
TB_004,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TB_004,aboutDisease,IMNV; hoại tử cơ truyền nhiễm,,low,skipped_unmapped_token,unmapped_or_denied token: IMNV
TB_004,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TB_004,aboutDisease,IMNV; hoại tử cơ truyền nhiễm,,low,skipped_unmapped_token,unmapped_or_denied token: hoại tử cơ truyền nhiễm
TB_005,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TB_005,aboutLocation,Đồng bằng sông Cửu Long,,low,skipped_unmapped_token,unmapped_or_denied token: Đồng bằng sông Cửu Long
TB_006,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TB_006,aboutDisease,IMNV; hoại tử cơ truyền nhiễm,,low,skipped_unmapped_token,unmapped_or_denied token: IMNV
TB_006,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TB_006,aboutDisease,IMNV; hoại tử cơ truyền nhiễm,,low,skipped_unmapped_token,unmapped_or_denied token: hoại tử cơ truyền nhiễm
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,aboutLocation,Hà Tĩnh; Thạch Hà; Cẩm Xuyên; Nghi Xuân,,low,skipped_unmapped_token,unmapped_or_denied token: Hà Tĩnh
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,aboutLocation,Hà Tĩnh; Thạch Hà; Cẩm Xuyên; Nghi Xuân,,low,skipped_unmapped_token,unmapped_or_denied token: Thạch Hà
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,aboutLocation,Hà Tĩnh; Thạch Hà; Cẩm Xuyên; Nghi Xuân,,low,skipped_unmapped_token,unmapped_or_denied token: Cẩm Xuyên
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,aboutLocation,Hà Tĩnh; Thạch Hà; Cẩm Xuyên; Nghi Xuân,,low,skipped_unmapped_token,unmapped_or_denied token: Nghi Xuân
