doc_id,doc_uri,predicate,raw_metadata_value,mapped_entity_uri,confidence,status,reason
FAO_012,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_012,aboutLocation,Asia; Pacific,,low,skipped_unmapped_token,unmapped_or_denied token: Pacific
FAO_013,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_013,aboutTaxon,aquatic animals; fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_013,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_013,aboutTaxon,aquatic animals; fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_014,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_014,aboutTaxon,lobster,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_hum_bong,high,added,exact ontology alias match
FAO_014,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_014,documentProductionMode,capture fisheries,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_CaptureFisheries,high,added,exact ontology alias match
FAO_015,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_015,aboutTaxon,lobster,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_hum_bong,high,added,exact ontology alias match
FAO_015,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_015,documentProductionMode,capture fisheries,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_CaptureFisheries,high,added,exact ontology alias match
FAO_016,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_016,aboutTaxon,aquatic species; fish; shellfish,,low,skipped_unmapped_token,unmapped_or_denied token: aquatic species
FAO_016,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_016,aboutTaxon,aquatic species; fish; shellfish,,low,skipped_unmapped_token,unmapped_or_denied token: shellfish
FAO_016,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_016,aboutTaxon,aquatic species; fish; shellfish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_017,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_017,aboutTaxon,fish; aquatic animals,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_017,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_017,aboutTaxon,fish; aquatic animals,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_018,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_018,aboutTaxon,fish; aquatic animals,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_018,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_018,aboutTaxon,fish; aquatic animals,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_018,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_018,aboutLocation,Europe,,low,skipped_unmapped_token,unmapped_or_denied token: Europe
FAO_019,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_019,aboutTaxon,aquatic species; fish; shrimp,,low,skipped_unmapped_token,unmapped_or_denied token: aquatic species
FAO_019,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_019,aboutTaxon,aquatic species; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_019,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_019,aboutTaxon,aquatic species; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_020,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_020,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_020,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_020,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_020,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_020,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_021,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_021,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_021,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_021,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_021,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_021,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_022,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_022,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_022,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_022,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_022,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_022,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_023,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_023,aboutTaxon,fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_024,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_024,aboutLocation,coastal areas; marine environment,,low,skipped_unmapped_token,unmapped_or_denied token: marine environment
FAO_024,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_024,aboutLocation,coastal areas; marine environment,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Ven_bien,high,added,exact ontology alias match
FAO_025,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_025,aboutTaxon,fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_025,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_025,aboutLocation,Uganda; Africa,,low,skipped_unmapped_token,unmapped_or_denied token: Uganda
FAO_025,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_025,aboutLocation,Uganda; Africa,,low,skipped_unmapped_token,unmapped_or_denied token: Africa
FAO_026,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_026,aboutTaxon,fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_026,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_026,aboutLocation,Indian Ocean; Southern Africa,,low,skipped_unmapped_token,unmapped_or_denied token: Indian Ocean
FAO_026,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_026,aboutLocation,Indian Ocean; Southern Africa,,low,skipped_unmapped_token,unmapped_or_denied token: Southern Africa
FAO_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_027,aboutTaxon,aquatic species; fish; shellfish,,low,skipped_unmapped_token,unmapped_or_denied token: aquatic species
FAO_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_027,aboutTaxon,aquatic species; fish; shellfish,,low,skipped_unmapped_token,unmapped_or_denied token: shellfish
FAO_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_027,aboutTaxon,aquatic species; fish; shellfish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_028,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_028,aboutTaxon,aquatic species; fish,,low,skipped_unmapped_token,unmapped_or_denied token: aquatic species
FAO_028,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_028,aboutTaxon,aquatic species; fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_029,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_029,aboutTaxon,aquatic species; fish,,low,skipped_unmapped_token,unmapped_or_denied token: aquatic species
FAO_029,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_029,aboutTaxon,aquatic species; fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_031,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_031,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_031,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_031,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_031,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_031,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_032,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_032,aboutTaxon,aquatic species; fish,,low,skipped_unmapped_token,unmapped_or_denied token: aquatic species
FAO_032,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_032,aboutTaxon,aquatic species; fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_032,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_032,aboutLocation,Azerbaijan,,low,skipped_unmapped_token,unmapped_or_denied token: Azerbaijan
FAO_033,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_033,aboutTaxon,aquatic species; fish; shrimp,,low,skipped_unmapped_token,unmapped_or_denied token: aquatic species
FAO_033,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_033,aboutTaxon,aquatic species; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_033,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_033,aboutTaxon,aquatic species; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_034,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_034,aboutTaxon,shrimp; aquatic animals,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_034,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_034,aboutTaxon,shrimp; aquatic animals,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_034,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_034,aboutDisease,IMN,,low,skipped_unmapped_token,unmapped_or_denied token: IMN
FAO_035,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_035,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_035,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_035,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_035,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_035,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_035,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_035,aboutLocation,Asia; Pacific,,low,skipped_unmapped_token,unmapped_or_denied token: Asia
FAO_035,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_035,aboutLocation,Asia; Pacific,,low,skipped_unmapped_token,unmapped_or_denied token: Pacific
FAO_036,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_036,aboutTaxon,aquatic animals; fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_036,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_036,aboutTaxon,aquatic animals; fish,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_036,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_036,aboutLocation,Bosnia and Herzegovina,,low,skipped_unmapped_token,unmapped_or_denied token: Bosnia and Herzegovina
FAO_037,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_037,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,high,added,exact ontology alias match
FAO_037,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_037,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_037,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_037,aboutTaxon,aquatic animals; fish; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_039,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_039,aboutTaxon,shrimp; prawns,,low,skipped_unmapped_token,unmapped_or_denied token: prawns
FAO_039,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_039,aboutTaxon,shrimp; prawns,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_040,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_040,aboutTaxon,shrimp; prawns,,low,skipped_unmapped_token,unmapped_or_denied token: prawns
FAO_040,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_040,aboutTaxon,shrimp; prawns,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_040,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_040,aboutLocation,Bangladesh,,low,skipped_unmapped_token,unmapped_or_denied token: Bangladesh
FAO_040,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_040,documentProductionMode,coastal aquaculture,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_CoastalAquaculture,high,added,exact ontology alias match
FAO_041,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_041,aboutTaxon,aquatic species,,low,skipped_unmapped_token,unmapped_or_denied token: aquatic species
FAO_042_biosecurity_philippines,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_biosecurity_philippines,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_042_biosecurity_philippines,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_biosecurity_philippines,aboutLocation,Philippines,,low,skipped_unmapped_token,unmapped_or_denied token: Philippines
FAO_042_i3720e,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_i3720e,aboutTaxon,fish; aquatic species,,low,skipped_unmapped_token,unmapped_or_denied token: aquatic species
FAO_042_i3720e,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_i3720e,aboutTaxon,fish; aquatic species,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,high,added,exact ontology alias match
FAO_043,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_043,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_043,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_043,aboutLocation,Peru,,low,skipped_unmapped_token,unmapped_or_denied token: Peru
FAO_044,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_044,aboutTaxon,shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,aboutTaxon,prawns and shrimps; shrimp,,low,skipped_unmapped_token,unmapped_or_denied token: prawns and shrimps
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,aboutTaxon,prawns and shrimps; shrimp,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,high,added,exact ontology alias match
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,aboutDisease,IMN,,low,skipped_unmapped_token,unmapped_or_denied token: IMN
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,aboutLocation,Brazil; China; Ecuador; Indonesia; Mexico; Thailand,,low,skipped_unmapped_token,unmapped_or_denied token: Brazil
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,aboutLocation,Brazil; China; Ecuador; Indonesia; Mexico; Thailand,,low,skipped_unmapped_token,unmapped_or_denied token: China
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,aboutLocation,Brazil; China; Ecuador; Indonesia; Mexico; Thailand,,low,skipped_unmapped_token,unmapped_or_denied token: Ecuador
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,aboutLocation,Brazil; China; Ecuador; Indonesia; Mexico; Thailand,,low,skipped_unmapped_token,unmapped_or_denied token: Indonesia
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,aboutLocation,Brazil; China; Ecuador; Indonesia; Mexico; Thailand,,low,skipped_unmapped_token,unmapped_or_denied token: Mexico
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,aboutLocation,Brazil; China; Ecuador; Indonesia; Mexico; Thailand,,low,skipped_unmapped_token,unmapped_or_denied token: Thailand
NACA_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_001,aboutTaxon,mud crab; Scylla spp.,,low,skipped_unmapped_token,unmapped_or_denied token: mud crab
NACA_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_001,aboutTaxon,mud crab; Scylla spp.,,low,skipped_unmapped_token,unmapped_or_denied token: Scylla spp.
NACA_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_002,aboutLocation,Saudi Arabia,,low,skipped_unmapped_token,unmapped_or_denied token: Saudi Arabia
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,aboutTaxon,aquatic animals; shrimp; crabs and lobsters; freshwater prawns; marine finfish; molluscs,,low,skipped_unmapped_token,unmapped_or_denied token: crabs and lobsters
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,aboutTaxon,aquatic animals; shrimp; crabs and lobsters; freshwater prawns; marine finfish; molluscs,,low,skipped_unmapped_token,unmapped_or_denied token: freshwater prawns
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,aboutTaxon,aquatic animals; shrimp; crabs and lobsters; freshwater prawns; marine finfish; molluscs,,low,skipped_unmapped_token,unmapped_or_denied token: marine finfish
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,aboutTaxon,aquatic animals; shrimp; crabs and lobsters; freshwater prawns; marine finfish; molluscs,,low,skipped_unmapped_token,unmapped_or_denied token: molluscs
